level,id,totalCount,verifiedCount,medoidId,proteinG_numericCount,proteinG_nullCount,proteinG_mean,proteinG_median,proteinG_p25,proteinG_p75,proteinG_min,proteinG_max,proteinG_stddev,proteinG_mad,carbsG_numericCount,carbsG_nullCount,carbsG_mean,carbsG_median,carbsG_p25,carbsG_p75,carbsG_min,carbsG_max,carbsG_stddev,carbsG_mad,fiberG_numericCount,fiberG_nullCount,fiberG_mean,fiberG_median,fiberG_p25,fiberG_p75,fiberG_min,fiberG_max,fiberG_stddev,fiberG_mad,fatG_numericCount,fatG_nullCount,fatG_mean,fatG_median,fatG_p25,fatG_p75,fatG_min,fatG_max,fatG_stddev,fatG_mad,declaredKcal_numericCount,declaredKcal_nullCount,declaredKcal_mean,declaredKcal_median,declaredKcal_p25,declaredKcal_p75,declaredKcal_min,declaredKcal_max,declaredKcal_stddev,declaredKcal_mad
exchangeProfileId,dairy-greek-yogurt-0,1,1,produits-laitiers-plain-greek-yogurt,1,0,13.2,13.2,13.2,13.2,13.2,13.2,,0,1,0,4,4,4,4,4,4,,0,1,0,0,0,0,0,0,0,,0,1,0,0.1,0.1,0.1,0.1,0.1,0.1,,0,1,0,73,73,73,73,73,73,,0
exchangeProfileId,dairy-greek-yogurt-2,1,1,produits-laitiers-greek-yogurt,1,0,12.1,12.1,12.1,12.1,12.1,12.1,,0,1,0,5,5,5,5,5,5,,0,1,0,0,0,0,0,0,0,,0,1,0,2.5,2.5,2.5,2.5,2.5,2.5,,0,1,0,86,86,86,86,86,86,,0
exchangeProfileId,dairy-greek-yogurt-fruit-0,1,1,produits-laitiers-greek-yogurt-fat-free-fruit,1,0,10.9,10.9,10.9,10.9,10.9,10.9,,0,1,0,14.7,14.7,14.7,14.7,14.7,14.7,,0,1,0,0,0,0,0,0,0,,0,1,0,0.1,0.1,0.1,0.1,0.1,0.1,,0,1,0,104,104,104,104,104,104,,0
exchangeProfileId,dairy-high-protein-chocolate-milk,1,1,produits-laitiers-protein-chocolate-milk,1,0,10.8,10.8,10.8,10.8,10.8,10.8,,0,1,0,7.8,7.8,7.8,7.8,7.8,7.8,,0,1,0,0,0,0,0,0,0,,0,1,0,1.5,1.5,1.5,1.5,1.5,1.5,,0,1,0,90,90,90,90,90,90,,0
exchangeProfileId,dairy-high-protein-milk-natrel-2,1,1,produits-laitiers-natrel-plus-2,1,0,9,9,9,9,9,9,,0,1,0,4.5,4.5,4.5,4.5,4.5,4.5,,0,1,0,0,0,0,0,0,0,,0,1,0,2.5,2.5,2.5,2.5,2.5,2.5,,0,1,0,80,80,80,80,80,80,,0
exchangeProfileId,dairy-kefir-fruit-low-fat,1,1,produits-laitiers-kefir-fruit-low-fat,1,0,3.2,3.2,3.2,3.2,3.2,3.2,,0,1,0,11.2,11.2,11.2,11.2,11.2,11.2,,0,1,0,0,0,0,0,0,0,,0,1,0,1.6,1.6,1.6,1.6,1.6,1.6,,0,1,0,71,71,71,71,71,71,,0
exchangeProfileId,dairy-kefir-plain-low-fat,1,1,produits-laitiers-plain-or-fruit-kefir,1,0,3.6,3.6,3.6,3.6,3.6,3.6,,0,1,0,3.5,3.5,3.5,3.5,3.5,3.5,,0,1,0,0,0,0,0,0,0,,0,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,44,44,44,44,44,44,,0
exchangeProfileId,dairy-milk-2,1,1,produits-laitiers-cup-1-2-milk,1,0,8.5,8.5,8.5,8.5,8.5,8.5,,0,1,0,11.3,11.3,11.3,11.3,11.3,11.3,,0,1,0,0,0,0,0,0,0,,0,1,0,4.7,4.7,4.7,4.7,4.7,4.7,,0,1,0,121,121,121,121,121,121,,0
exchangeProfileId,dairy-milk-skim,1,1,produits-laitiers-skim-milk,1,0,9.3,9.3,9.3,9.3,9.3,9.3,,0,1,0,11.5,11.5,11.5,11.5,11.5,11.5,,0,1,0,0,0,0,0,0,0,,0,1,0,0.2,0.2,0.2,0.2,0.2,0.2,,0,1,0,85,85,85,85,85,85,,0
exchangeProfileId,dairy-milk-whole,1,1,produits-laitiers-whole-milk,1,0,8.5,8.5,8.5,8.5,8.5,8.5,,0,1,0,11.5,11.5,11.5,11.5,11.5,11.5,,0,1,0,0,0,0,0,0,0,,0,1,0,8,8,8,8,8,8,,0,1,0,152,152,152,152,152,152,,0
exchangeProfileId,dairy-protein-shake-core-power-26,1,1,produits-laitiers-bottle-core-power-fairlife,1,0,13,13,13,13,13,13,,0,1,0,4,4,4,4,4,4,,0,1,0,1,1,1,1,1,1,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,85,85,85,85,85,85,,0
exchangeProfileId,dairy-quark-fat-free,1,1,produits-laitiers-quark-fat-free-plain,1,0,11.2,11.2,11.2,11.2,11.2,11.2,,0,1,0,3.5,3.5,3.5,3.5,3.5,3.5,,0,1,0,0,0,0,0,0,0,,0,1,0,0.2,0.2,0.2,0.2,0.2,0.2,,0,1,0,64,64,64,64,64,64,,0
exchangeProfileId,dairy-ricotta-light,1,1,produits-laitiers-partly-skimmed-ricotta,1,0,10.9,10.9,10.9,10.9,10.9,10.9,,0,1,0,6.8,6.8,6.8,6.8,6.8,6.8,,0,1,0,0,0,0,0,0,0,,0,1,0,6.2,6.2,6.2,6.2,6.2,6.2,,0,1,0,127,127,127,127,127,127,,0
exchangeProfileId,dairy-skyr-0,1,1,produits-laitiers-plain-skyr,1,0,12,12,12,12,12,12,,0,0,1,,,,,,,,,0,1,,,,,,,,,0,1,,,,,,,,,1,0,60,60,60,60,60,60,,0
exchangeProfileId,dairy-yogurt-fat-free-plain,1,1,produits-laitiers-yogurt-fat-free-plain,1,0,5.8,5.8,5.8,5.8,5.8,5.8,,0,1,0,5.8,5.8,5.8,5.8,5.8,5.8,,0,1,0,0,0,0,0,0,0,,0,1,0,0.1,0.1,0.1,0.1,0.1,0.1,,0,1,0,48,48,48,48,48,48,,0
exchangeProfileId,dairy-yogurt-low-fat-plain,1,1,produits-laitiers-2-yogurt-no-added-sugar,1,0,5.3,5.3,5.3,5.3,5.3,5.3,,0,1,0,5.6,5.6,5.6,5.6,5.6,5.6,,0,1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,1,1,,0,1,0,53,53,53,53,53,53,,0
exchangeProfileId,fat-avocado,1,1,matieres-grasses-avocado,1,0,0.7,0.7,0.7,0.7,0.7,0.7,,0,1,0,2.9,2.9,2.9,2.9,2.9,2.9,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,5,5,5,5,5,5,,0,1,0,54,54,54,54,54,54,,0
exchangeProfileId,fat-butter-spread,3,3,matieres-grasses-non-hydrogenated-margarine-or-butter,3,0,0.06666666666666667,0.1,0.05,0.1,0,0.1,0.05773502691896258,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5.8,5.8,5.8,5.8,5.8,5.8,0,0,3,0,52,52,52,52,52,52,0,0
exchangeProfileId,fat-cheese,3,3,matieres-grasses-cheddar-mozzarella-cream-cheese,3,0,2.8000000000000003,3.5,2.25,3.7,1,3.9,1.571623364550171,0.3999999999999999,3,0,1.0333333333333332,1.2,0.8,1.35,0.4,1.5,0.5686240703077327,0.30000000000000004,3,0,0,0,0,0,0,0,0,0,3,0,4.5,4.4,4.35,4.6,4.3,4.8,0.26457513110645897,0.10000000000000053,3,0,55.666666666666664,57,52,60,47,63,8.082903768654761,6
exchangeProfileId,fat-chocolate,2,2,matieres-grasses-dark-chocolate-60-69,2,0,0.7,0.7,0.65,0.75,0.6,0.8,0.14142135623730953,0.10000000000000003,2,0,4.9,4.9,4.75,5.05,4.6,5.2,0.4242640687119289,0.30000000000000027,2,0,0.9500000000000001,0.9500000000000001,0.875,1.0250000000000001,0.8,1.1,0.21213203435596428,0.15000000000000002,2,0,4.05,4.05,3.925,4.175,3.8,4.3,0.3535533905932738,0.25,2,0,59,59,58.5,59.5,58,60,1.4142135623730951,1
exchangeProfileId,fat-coconut,1,1,noix-graines-shredded-coconut,1,0,0.3,0.3,0.3,0.3,0.3,0.3,,0,1,0,1.2,1.2,1.2,1.2,1.2,1.2,,0,1,0,0.8,0.8,0.8,0.8,0.8,0.8,,0,1,0,3.2,3.2,3.2,3.2,3.2,3.2,,0,1,0,33,33,33,33,33,33,,0
exchangeProfileId,fat-dressing,1,1,matieres-grasses-vegetable-oil-based-vinaigrette,1,0,0,0,0,0,0,0,,0,1,0,0.3,0.3,0.3,0.3,0.3,0.3,,0,1,0,0,0,0,0,0,0,,0,1,0,5.3,5.3,5.3,5.3,5.3,5.3,,0,1,0,48,48,48,48,48,48,,0
exchangeProfileId,fat-egg,2,2,matieres-grasses-whole-egg,2,0,4.300000000000001,4.300000000000001,3.5,5.1000000000000005,2.7,5.9,2.2627416997969525,1.6,2,0,0.75,0.75,0.675,0.825,0.6,0.9,0.21213203435596428,0.15000000000000002,2,0,0,0,0,0,0,0,0,0,2,0,5.3,5.3,5.15,5.449999999999999,5,5.6,0.4242640687119283,0.2999999999999998,2,0,65.5,65.5,62.75,68.25,60,71,7.7781745930520225,5.5
exchangeProfileId,fat-fish-oil,1,1,matieres-grasses-fish-oil,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,6.9,6.9,6.9,6.9,6.9,6.9,,0,1,0,62,62,62,62,62,62,,0
exchangeProfileId,fat-legume-spread,1,1,noix-graines-hummus,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,4.7,4.7,4.7,4.7,4.7,4.7,,0,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,5.5,5.5,5.5,5.5,5.5,5.5,,0,1,0,73,73,73,73,73,73,,0
exchangeProfileId,fat-mayonnaise,2,2,matieres-grasses-mayonnaise,2,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,2,0,0.95,0.95,0.475,1.4249999999999998,0,1.9,1.3435028842544403,0.95,2,0,0,0,0,0,0,0,0,0,2,0,4.95,4.95,4.825,5.075,4.7,5.2,0.3535533905932738,0.25,2,0,49,49,48.5,49.5,48,50,1.4142135623730951,1
exchangeProfileId,fat-mct-oil,1,1,matieres-grasses-mct-oil,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,7,7,7,7,7,7,,0,1,0,65,65,65,65,65,65,,0
exchangeProfileId,fat-mixed-nuts,1,1,noix-graines-mixed-nuts-dry-roasted-unsalted,1,0,2.9,2.9,2.9,2.9,2.9,2.9,,0,1,0,3.4,3.4,3.4,3.4,3.4,3.4,,0,1,0,1,1,1,1,1,1,,0,1,0,8,8,8,8,8,8,,0,1,0,91,91,91,91,91,91,,0
exchangeProfileId,fat-nut-butter,3,3,noix-graines-peanut-almond-butter,3,0,2.2333333333333334,2.3,2.0999999999999996,2.4,1.9,2.5,0.3055050463303894,0.20000000000000018,3,0,2.466666666666667,2.3,2.2,2.65,2.1,3,0.47258156262526085,0.19999999999999973,3,0,0.7000000000000001,0.8,0.5,0.9500000000000001,0.2,1.1,0.45825756949558405,0.30000000000000004,3,0,5.566666666666667,5.4,5.300000000000001,5.75,5.2,6.1,0.4725815626252605,0.20000000000000018,3,0,64.66666666666667,65,63,66.5,61,68,3.511884584284246,3
exchangeProfileId,fat-nut-seed,13,13,noix-graines-peanuts-dry-roasted-unsalted,13,0,1.5846153846153845,1.8,1.2,1.9,0.7,2.6,0.6242944735808494,0.5999999999999999,13,0,1.7923076923076926,1.7,1.2,2.1,1,3.6,0.7421382827810667,0.5,13,0,0.7846153846153847,0.8,0.8,0.9,0.3,1.2,0.2577018750615843,0.09999999999999998,13,0,5.684615384615384,5.3,4.9,6.2,4.1,9.1,1.425275501932962,0.9000000000000004,13,0,60.30769230769231,57,52,66,49,86,10.734559573208823,6
exchangeProfileId,fat-oil,5,5,matieres-grasses-virgin-coconut-oil,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,6.92,6.8,6.8,7.1,6.8,7.1,0.16431676725154973,0,5,0,61.6,62,60,63,60,63,1.51657508881031,1
exchangeProfileId,fat-olive,2,2,matieres-grasses-green-olives,2,0,0.4,0.4,0.4,0.4,0.4,0.4,0,0,2,0,2.3,2.3,1.9,2.7,1.5,3.1,1.1313708498984762,0.8,2,0,1.05,1.05,0.925,1.175,0.8,1.3,0.3535533905932738,0.25,2,0,5.85,5.85,5.725,5.975,5.6,6.1,0.3535533905932738,0.25,2,0,58.5,58.5,58.25,58.75,58,59,0.7071067811865476,0.5
exchangeProfileId,fat-seed,5,5,noix-graines-pumpkin-seeds-dried,5,0,2.5200000000000005,3,1.8,3,1.6,3.2,0.7563068160475616,0.20000000000000018,5,0,1.3,1.1,0.9,1.5,0.9,2.1,0.5099019513592785,0.20000000000000007,5,0,0.6799999999999999,0.7,0.6,0.8,0.4,0.9,0.19235384061671346,0.10000000000000009,5,0,4.840000000000001,4.9,4.9,4.9,4.6,4.9,0.1341640786499877,0,5,0,54.2,55,53,56,50,57,2.7748873851023217,2
exchangeProfileId,fat-seed-butter,2,2,noix-graines-tahini,2,0,1.7999999999999998,1.7999999999999998,1.75,1.8499999999999999,1.7,1.9,0.14142135623730948,0.09999999999999998,2,0,2.35,2.35,2.225,2.475,2.1,2.6,0.3535533905932738,0.25,2,0,0.75,0.75,0.675,0.825,0.6,0.9,0.21213203435596428,0.15000000000000002,2,0,5.75,5.75,5.575,5.925,5.4,6.1,0.49497474683058273,0.34999999999999964,2,0,64,64,62,66,60,68,5.656854249492381,4
exchangeProfileId,fat-seed-high-fibre,2,2,noix-graines-ground-chia-seeds,2,0,1.55,1.55,1.425,1.675,1.3,1.8,0.3535533905932738,0.25,2,0,3.3,3.3,2.65,3.9499999999999997,2,4.6,1.8384776310850233,1.2999999999999998,2,0,2.8499999999999996,2.8499999999999996,2.375,3.3249999999999997,1.9,3.8,1.34350288425444,0.95,2,0,3.2,3.2,3.1,3.3,3,3.4,0.28284271247461895,0.19999999999999996,2,0,45,45,41,49,37,53,11.313708498984761,8
exchangeProfileId,fruit-standard,33,33,fruits-cherries-with-pits,33,0,0.9606060606060606,0.9,0.5,1.2,0,2.9,0.6143794602785165,0.4,33,0,14.999999999999998,15,14.6,15.5,12,18,1.1618950038622249,0.5,32,1,2.2843749999999994,2.05,1.0750000000000002,2.8249999999999997,0.3,8.5,1.8302316749174048,0.8999999999999999,33,0,0.29090909090909084,0.2,0.1,0.4,0,0.9,0.21703058016618926,0.1,33,0,60.36363636363637,60,57,63,51,70,4.942280482088847,3
exchangeProfileId,protein-bar-high-fibre,1,1,autres-sources-proteinees-performance-protein-bar,1,0,10,10,10,10,10,10,,0,1,0,12,12,12,12,12,12,,0,1,0,7.5,7.5,7.5,7.5,7.5,7.5,,0,1,0,3,3,3,3,3,3,,0,1,0,85,85,85,85,85,85,,0
exchangeProfileId,protein-beef-fatty-steak,1,1,viandes-volaille-beef-ribeye-steak,1,0,8.3,8.3,8.3,8.3,8.3,8.3,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,5.6,5.6,5.6,5.6,5.6,5.6,,0,1,0,86,86,86,86,86,86,,0
exchangeProfileId,protein-beef-isolate,1,1,autres-sources-proteinees-scoop-beef-protein-isolate,1,0,11.5,11.5,11.5,11.5,11.5,11.5,,0,1,0,3,3,3,3,3,3,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,0,0,0,0,0,0,,0,1,0,60,60,60,60,60,60,,0
exchangeProfileId,protein-beef-lean-steak,2,2,viandes-volaille-beef-tenderloin-steak,2,0,9.25,9.25,8.975,9.525,8.7,9.8,0.7778174593052033,0.5500000000000007,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1.8,1.8,1.7000000000000002,1.9,1.6,2,0.28284271247461895,0.19999999999999996,2,0,57,57,54.5,59.5,52,62,7.0710678118654755,5
exchangeProfileId,protein-beef-standard,1,1,viandes-volaille-beef,1,0,10.5,10.5,10.5,10.5,10.5,10.5,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,3,3,3,3,3,3,,0,1,0,74,74,74,74,74,74,,0
exchangeProfileId,protein-canned-chicken,1,1,viandes-volaille-canned-chicken-in-water-drained,1,0,7.6,7.6,7.6,7.6,7.6,7.6,,0,1,0,0.3,0.3,0.3,0.3,0.3,0.3,,0,1,0,0,0,0,0,0,0,,0,1,0,2.4,2.4,2.4,2.4,2.4,2.4,,0,1,0,56,56,56,56,56,56,,0
exchangeProfileId,protein-canned-fish,2,2,poissons-fruits-mer-canned-pink-salmon,2,0,12.1,12.1,11.6,12.6,11.1,13.1,1.4142135623730951,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2.8,2.8,2.35,3.25,1.9,3.7,1.2727922061357857,0.9000000000000001,2,0,75,75,68,82,61,89,19.79898987322333,14
exchangeProfileId,protein-canned-fish-lean,2,2,poissons-fruits-mer-canned-tuna-in-water-drained,2,0,11.05,11.05,10.825,11.275,10.6,11.5,0.636396103067893,0.4500000000000002,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0.8500000000000001,0.8500000000000001,0.625,1.0750000000000002,0.4,1.3,0.6363961030678927,0.45,2,0,55,55,53.5,56.5,52,58,4.242640687119285,3
exchangeProfileId,protein-casein-micellar,1,1,autres-sources-proteinees-scoop-micellar-casein,1,0,12,12,12,12,12,12,,0,1,0,2,2,2,2,2,2,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,60,60,60,60,60,60,,0
exchangeProfileId,protein-chicken-dark-meat,2,2,viandes-volaille-chicken-drumstick,2,0,7.35,7.35,7.325,7.375,7.3,7.4,0.07071067811865513,0.050000000000000266,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2.05,2.05,1.875,2.2249999999999996,1.7,2.4,0.49497474683058323,0.35,2,0,50.5,50.5,48.75,52.25,47,54,4.949747468305833,3.5
exchangeProfileId,protein-chicken-with-skin,1,1,viandes-volaille-chicken-thigh-with-skin,1,0,7,7,7,7,7,7,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,4.4,4.4,4.4,4.4,4.4,4.4,,0,1,0,70,70,70,70,70,70,,0
exchangeProfileId,protein-collagen-incomplete,1,1,autres-sources-proteinees-hydrolyzed-collagen,1,0,9,9,9,9,9,9,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,35,35,35,35,35,35,,0
exchangeProfileId,protein-deli-ham,1,1,viandes-volaille-deli-meats,1,0,4.4,4.4,4.4,4.4,4.4,4.4,,0,1,0,1.7,1.7,1.7,1.7,1.7,1.7,,0,1,0,0,0,0,0,0,0,,0,1,0,1.2,1.2,1.2,1.2,1.2,1.2,,0,1,0,37,37,37,37,37,37,,0
exchangeProfileId,protein-duck,1,1,viandes-volaille-duck,1,0,7,7,7,7,7,7,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,3.4,3.4,3.4,3.4,3.4,3.4,,0,1,0,60,60,60,60,60,60,,0
exchangeProfileId,protein-egg-substitute-powder,1,1,autres-sources-proteinees-egg-substitute-powder,1,0,10,10,10,10,10,10,,0,1,0,3.9,3.9,3.9,3.9,3.9,3.9,,0,1,0,0,0,0,0,0,0,,0,1,0,2.3,2.3,2.3,2.3,2.3,2.3,,0,1,0,80,80,80,80,80,80,,0
exchangeProfileId,protein-egg-white-cooked,1,1,autres-sources-proteinees-egg-whites,1,0,10,10,10,10,10,10,,0,1,0,1.2,1.2,1.2,1.2,1.2,1.2,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,48,48,48,48,48,48,,0
exchangeProfileId,protein-egg-white-wrap,1,1,autres-sources-proteinees-egglife-wrap,1,0,11,11,11,11,11,11,,0,1,0,1,1,1,1,1,1,,0,1,0,0,0,0,0,0,0,,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,,0,1,0,50,50,50,50,50,50,,0
exchangeProfileId,protein-fat-soy-nut,1,1,noix-graines-roasted-soy-nuts-unsalted,1,0,5.8,5.8,5.8,5.8,5.8,5.8,,0,1,0,4.5,4.5,4.5,4.5,4.5,4.5,,0,1,0,2.7,2.7,2.7,2.7,2.7,2.7,,0,1,0,3.8,3.8,3.8,3.8,3.8,3.8,,0,1,0,70,70,70,70,70,70,,0
exchangeProfileId,protein-fatty-fish,8,8,poissons-fruits-mer-canned-sardines,8,0,7.3625,7.15,7.05,7.525,6.6,8.7,0.6588680769753098,0.25,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,3.3999999999999995,3.45,2.725,3.9000000000000004,1.7,5.3,1.164964745021435,0.8,8,0,61.875,62,58.25,65,47,79,10.287822204640092,5
exchangeProfileId,protein-fish-moderate-fat,2,2,poissons-fruits-mer-sea-bass,2,0,10.6,10.6,10.6,10.6,10.6,10.6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2.4,2.4,1.8,3,1.2,3.6,1.6970562748477143,1.2000000000000002,2,0,66.5,66.5,61.25,71.75,56,77,14.849242404917497,10.5
exchangeProfileId,protein-game-lean,8,8,viandes-volaille-venison,8,0,9.05,8.899999999999999,8.5,9.225,8.4,10.5,0.7131419413913533,0.3999999999999986,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,1.1375000000000002,0.95,0.6749999999999999,1.425,0.4,2.4,0.6717514421272202,0.35000000000000003,8,0,47.875,47.5,43.75,50,40,59,6.010407640085654,4
exchangeProfileId,protein-ground-beef-extra-lean,1,1,viandes-volaille-extra-lean-ground-beef,1,0,9.2,9.2,9.2,9.2,9.2,9.2,,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1,0,3,3,3,3,3,3,,0,1,0,67,67,67,67,67,67,,0
